original_text,translated_text_en
Pangkah lg dpat tahikk.. geng bujang xdpat str basah lg kena kencing,It's so cool to be able to urinate
Xde kerja menekankan rakyat,Xde work emphasizes the people
Syabas KTMB! Tindakan bijak!,Well done KTMB! Smart move!
Tak mahu pilih takut macam mereka pilih jodoh ada hiv dan jimmy lim ci yin is korean trangender jacqualine spread hiv to prince london william dan tehpenghai that is puyi have hiv,"Don't want to choose, afraid like they choose a mate, there is HIV and Jimmy Lim Ci Yin is Korean Trangender Jacqualine spreads HIV to Prince London William and Tehpenghai that is Puyi has HIV"
23.7.2025 (8.08 minit pagi) .. Lagi 2jam menunggu pengumuman,23.7.2025 (8.08 minutes in the morning) .. Another 2 hours waiting for the announcement
Kami golongan T20 pun dapat bantuan..terbaik pmx..,We in the T20 group also got help.. the best pmx..
"Malangnya negara malaysia ada pm mcm nie, cepat2 lah pru..","Unfortunately, Malaysia has a PM like this, hurry up.."
Tak payah nk nyedap rakyat la.. tgk muka pun dah resah glisah takkeruan.. gooo yah le tu.. Rakyat dsaran jgn skali minum cing beli yaww.. kan jd mcm walau Nonn WalaCu kaii..dah minum auto jd bo doh be nakk klubiyy.. 4hari lg haa.. Tgk beli yaww..btapa go yahh nyaa.hermn ksiann.. Dua puluh enam aibu lan ni kita gaaa sak kasi tuuu runn beliyaww.. pasti tuu runnn,"You don't have to try to taste the people.. I don't even look at your face, I'm already worried and confused.. gooo, that's it.. The people are advised not to drink cing, buy yaww.. right, it's like that, even Nonn WalaCu kaii.. I've been drinking auto, so I want to go to the club.. 4 more days, haa.. I don't buy yaww.. btapa go yahh nyaa. tuuu runn beliyaww.. definitely tuu runnn"
"Basic 2,000 jadi lah 🌚👍","Basic 2,000 is enough 🌚👍"
"Sikap mementingkan diri..kurangkan subsidi minyak sat lg baru ada akai, genapkan jer la 2.00 seliter kne tgk keadaan semasa jg . ( pasal aku pengguna fasiliti pengangkutan awam , lg jimat peduli apa aku minyak naik harga 😅🤣😂🤣😅)","Selfish attitude..reduce the oil subsidy as soon as there is akai, just make it 2.00 per liter, but look at the current situation too. (the fact that I use public transport facilities, I'm still saving if I don't care if the price of oil goes up 😅🤣😂🤣😅)"
"Banyak sebab orang isi dalam tong. 1. Duduk pedalaman. Stesen paling dekat pun 25-30 km. 2. Guna untuk ladang dan kebun. Mesin rumput, mesin potong pokok. 3. Generator 4. Bot terutamanya kat sungai. Nak pancing udang. 5. Duduk pulau. Mana ada stesen minyak setengah pulau. Tapi kereta, motor ada. Macam pulau Tioman, pulau besar Mersing","Many reasons people fill in the barrel. 1. Sit inland. The nearest station is 25-30 km. 2. Use for fields and gardens. Lawn mowers, tree cutters. 3. Generator 4. Boat especially on the river. I want to fish for shrimp. 5. Sitting island. Where is the half-island gas station? But there are cars and motorbikes. Like the island of Tioman, the big island of Mersing"
hari ni menang esok minyak turun.. kah kah kah..,"Today we win, tomorrow the oil will go down.."
Kasihan tipeM sdh mulai magrib,"Poor TypeM, it's already getting late"
Selagi benda yg mendatangkan duit itulah kerajaan mau dr rakyat.. harap ada rakyat Malaysia yg kreatif cipta id tercanggih nanti,As long as the thing that brings money is what the government wants from the people.. I hope there will be creative Malaysians to create the most advanced ID later
Dak la ni hat video kuih tako tu dia nk bg tahu apa?? Ka dia x kenai kuih.. yg lg 1 tepung pelita aku suka kalau lembik mcm tu..,Dak la ni hat video kuih tako tu dia nk bg tahu apa?? Ka dia x kenai kuih.. yg lg 1 tepung pelita aku suka kalau lembik mcm tu..
Terbaik pmx semoga Allah permudahkan segala urusan aamiin yra,Best pmx may God make all matters easy amen yra
"Golongan kaye, berarti di malaydesh ada golongan tak mampu,itu kata pakcik malaydesh,jadi jangan sombong ya desh,tak semua orang malaydesh kaye,itu rakyat malaydesh sendiri yang cakep","The kaye group means that in Malaysia there are people who can't afford it, that's what uncle malaydesh said, so don't be arrogant, desh, not all malaydesh people are kaye, it's the malaydesh people themselves who are good looking"
Budget zakat berkurang nak cover cost bayar minyak tak subsidi.,The zakat budget is reduced to cover the cost of paying fuel without subsidies.
Patut bagi subsidi 10 liter je,It's worth giving a 10 liter subsidy
awal awal dah patut buat semakan la. Billionaire Malaysia pun dapat Rahmah 100. b0d0 betul,It should be checked early. Billionaire Malaysia also got Rahmah 100. b0d0 is right
E-wallet utk rakyat Malaysia ??😊,E-wallet for Malaysians??😊
klu pangkah pas maka kita x ucap t.kasih kpd pemberi.sabda n.mohammad saw maksudnya klu x ucap t.kasih kpd pemberi maka x bersyukur kpd allah.klu kita masih lagi undi pas bermakna x bersyukur pd allah.,"If you don't say thank you to the giver, then we don't say thank you to the giver. Saying n. mohammad saw it means if you don't say thank you to the giver, then don't thank God. If we still vote pass, it means thank God."
Aduh awat la banyak berdoa hari sabtu,"Ouch, he prayed a lot on Saturday"
tepung gundam!! wuish ada jual ke?,gundam flour!! wuish is it for sale?
Tapi macam apa lagi bodoh gila sebab asik tak lepas saja.. Dah tensen gila,But what kind of idiot is crazy because it's fun and you can't let it go.. The tension is crazy
Beli kuih yg ada nyok hampa jaga2. Nyok basi tokey dia ckp..'bulan posa tk boleh rasa dn org yg tumpang htr kuih2 tu..' Beli nasi yg siap dibungkus hampa bau bila dh beli kot2 basi atau mentah.,"Buy a cake with a filling, take care. It's stale tokey..'the posta month can't be tasted and the people who sit on top of the cakes..' Buy ready-packaged rice to remove the smell when you buy kot2 stale or raw."
Betul ke arwah Masih hidup lagi ni ?,Is it true that the spirit is still alive?
kena faham betul2 krjn beri maksima 300 ltr klu x sampai guna secukup shj lah jgn ambil kesempatan yg lebih pergi jual.jd lah rakyat beramanah sikit.aku sokong tindakan mof ambil tindakan.beri betis nak peha,"You have to understand, why give a maximum of 300 liters if you don't get enough to use, don't take the opportunity to go sell more. So the people will give you a little money. I support the action of Mof, take action. Give me a calf if you want a thigh"
"berniaga biar jujur & amanah x baik ambil kesempatan ,kesusahan seowg..mna nk dtg berkatnya..","do business so that it is honest & trustworthy, it's good to take advantage, the hardships are so low."
Itu makanan favorite Saya,That's my favorite food
mkcik dh kne msa puase ke7 ank bli mrtabak n laksam xpy msalahnye mrtabak tu bknnye isi telur n dging pnuh dgn bwang.dging dn telur xde dn laksam plk kuahnye cair manis plk tu xsdp lngsung klau mcm ni niaga xpndai buat lbh baik jgn niaga jgn nk cari untung org pnat weh puasa skli skla nk bli jga mknan kt bazar xpy klau mcm ni lbh baik xyah niaga xtkut dosa ke pd allah tipu pelanggan dh hrga mrtabak mahal lpas ni xde dh nk bli lgi baik mkn ape yg ade kt umh lgi afdal klau bli mknan kt bzar yg tipu pelanggan wat tmbh dosa jer allahuakbar,"Auntie, it's the 7th day of my fast when you get mrtabak and laksam xpy, the problem is that mrtabak is not filled with eggs and dging is full of bwang. dging and eggs are already and laksam plk the sauce is liquid and sweet plk that's right if this is how you do business xpndai do better don't do business don't want to make a profit people are tired of fasting if you don't want to eat at the bazaar xpy if this is better business is a sin to God, cheating customers is already expensive, after this, it is not going to be better, what is there in umh?"
"Kalo org x ambik kenderaan,lama2 dia lelong..kesian pemilik kenderaan","If people don't take the vehicle, it will be auctioned for a long time.. pity the vehicle owner"
Lulus Kan kwsp enon satu,Passed Kan kwsp enon one
Kalau boleh kerajaan tolong lah lulus kan pengeluaran EPF JE .. kebanyakan rakyat perlukan wang tunai .. tolong faham kami sikit ..,If the government can please pass the withdrawal of EPF JE .. most people need cash .. please understand we are a little ..
"Dah bulan puasa, menipu pulak tu","It's a fasting month, it's cheating"
Ok pa raya Sabtu x yah lepas takbir pastu gi solat jumaat,"Ok, it's Saturday, after the takbeer, then go to the Friday prayer"
Main pusing2 ja.. klu dh kaki spin..😆,Just play around.. if you have spin legs..😆
11:48 roti burger dengan roh ayam?,11:48 burger bun with chicken spirit?
😂😂😂Haahaahhaahhahahahahahahahahahahaahaaha gelak jer mampu..,😂😂😂
pulangkan balik pada peniage2 kalau bolih vital kan sbb diorng ni bukan nye serik..,"return it to the peniage2 if you can, because this person is not cool.."
Kami nk lesen seperti dulu..jpj ingat kami x akan ke luar negara juga ke klu rezeki kami nk ke luar negara..,We want a license like before..just remember that we are not going abroad even if we are lucky enough to go abroad..
"😂😂wow friendlynya muka dia, mcm nak makan orang","😂😂wow, his face is so friendly, it's like he wants to eat people"
Bagusss..ituu saja pengajaran kepada yg takk tahu berterima kasih..,Nice.. that's the lesson for those who don't know how to thank..
Yes betol2.. orang nak cari rezeki dengan kenderaan2 diorang,Yes betol2.. people want to earn a living with people's vehicles
2030 Wawasan Keamanan Bersama agenda One World Government..semua pemimpin utama dunia tahu apa disebalik ID Digital..kita saja yg membodohkan diri teruja dgn fungsi ID Digital. Semoga Israel hancur sebelum mereka berjaya dgn agenda 2030 Wawasan Keamanan Bersama. Tungguuuu..anda akan tahu kelak apa disebalik ID Digital. ANDA AKAN TAHU KELAK !! Walau kerajaan yg ada sekarang tumbang dan akan berganti dgn kerajaan yg baru agenda ini akan tetap diteruskan selagi Israel wujud di alam nyata.,"2030 Vision of Peace with the One World Government agenda..all the world's main leaders know what is behind Digital ID..we are the only ones who are fooling ourselves excited about the function of Digital ID. May Israel be destroyed before they succeed with the 2030 Vision of Shared Peace agenda. Wait... you will know what is behind the Digital ID later. YOU WILL KNOW LATER!! Even if the current government falls and will be replaced by a new government, this agenda will continue as long as Israel exists in the real world."
tepung gumdam kenapa pulak,gumdam flour why?
"Build more public transport in klang valley, sabah sarawak jb melaka negeri sembilan east coast area Pahang Kelantan terrengganu Ipoh penang kedah & perlis","Build more public transport in Klang Valley, Sabah, Sarawak, JB, Melaka, Negeri Sembilan, East Coast Area, Pahang, Kelantan, Terranganu, Ipoh, Penang, Kedah & Perlis"
Kita bernasib baik ada sumber minyak yg banyak di Sabah dan Sarawak. (Walaupun rakyat disana masih miskin).,We are fortunate to have abundant oil resources in Sabah and Sarawak. (Even though the people there are still poor).
"Teryata rakyat maleydesh al malengsia al malaysia bin israel teryata rakyatnya dari yg kaya hingga miskin selama ini bergantung pada subsidi kerajaan(negara).. Pantas saja si maleydesh al malengsia al malaysia bin israel nawar beras premium(bagus) Indonesia di harga 9.800 rupiah..Beras biasa saja orang2 Indonesia di jual dengan harga 10 ribu rupiah trus beras premium itu harga ya 15 ribu rupiah ke atas..Ngaku negara kaya,mata uang ya kuat si ringgit teryata rakyat cuma menggantungkan subsidi..Banyak drama si MALAYDESH al MALENGSIA al MALAYSIA bin ISRAEL dari MAHAWANGSA MALAYA al ANGAN-ANGAN (si tukang mimpi)..kasian kasian kasian kasian😂😂😂","It turns out that the people of Maleydesh al Malengsia al Malaysia bin Israel, it turns out that people from rich to poor have been dependent on royal (state) subsidies. above.. Claiming to be a rich country, the currency is strong, the ringgit turns out the people only depend on subsidies.. There is a lot of drama from MALAYDESH al MALENGSIA al MALAYSIA bin ISRAEL from MAHAWANGSA MALAYA al ANGAN-ANGAN (the dreamer)..poor poor poor poor 😂😂😂"
Tepung gandum ke tepung gundam😂😂😂😂,Wheat flour to gundam flour😂😂😂😂
"MALAYDESH menyalak keserata mengaku sebagai donia Negara KAYA.. Bahan Api naik harga, rakyat nya pada berteriak gelisah semua.. 😂","MALAYDESH is barking all over the world claiming to be a RICH country.. Fuel prices are going up, the people are all shouting anxiously.. 😂"
Faktaw saya suka kuih tepung pelita sama macam abang sebab sedap👍🏻,"In fact, I like cake flour as much as my brother because it's delicious👍🏻"
Org nak tau psl scan qr bkn nak dgar ko bebel pnjng2.. dah elok bileh pkai myjpj pergi buat app lain yg paling bodoh paling hanat,People want to know psl scan qr and don't want to hear from me.
"Buat parti dekat pavi, lrt biar mati. 🤭","Make a party near pavi, then let it die. 🤭"
Klu dia umum esok tahun depan diluluskan apakah?,Klu he announced tomorrow what will be approved next year?
Mungkin raya tidak jadi tahun ini..anak bulan tidak nampak..nampak bulan pas sahaja tidak boleh kira,Maybe raya won't happen this year..the moon is not visible..the moon is only visible and cannot be counted
Orng Sabah nak cepat sikit pengumuman tu..,Sabah people want to hurry up the announcement..
Yang donat keras tu mesti belacan😂😂,The hard donuts must be belacan😂😂
Sebuah kegampangan. Benda mudah jadi leceh.,An ease. Simple things become sloppy.
Nasib tak makan kalau makan habis semua gigi cabut,"If you don't eat, if you finish eating all your teeth will be pulled out"
"Saye pilih Sabtu, sebab hari Sabtu Bos baru bagi cuti..😅😁","I chose Saturday, because Saturday is the new boss's day off..😅😁"
"Terima kasih PMX ..kami yg sangat memerlukan duit tu, tertunggu2 kemasukan duit tu dlm ic..","Thank you PMX .. we are the ones who really need the money, we are waiting for the money to be entered in the ic.."
Mengarut..ini semua lancau,Nonsense..this is all slang
hanya membeli kt orang yg sama yg punya rekod baik dr tahun2 yg lepas..,only buy from the same person who has a good record from the past years..
Guru2 banyak dah lepas income T20 tambah lagi husband and wife kerja.,Many teachers have lost T20 income and added husband and wife to work.
"Btul tu pakcik dah penuh stor jpj last jual pulak kederaan awan,","That's right, uncle's store is full since the last time he sold cloud vehicles,"
Saya memang tak pergi dah bazar Banyak Kali trkena..Harga mahal makanan mengecewakan..,I haven't been to the bazaar many times.. The high prices of the food are disappointing..
Kita ada cuti tahunan.jdi kau tmbh cuti berapa hri itu tk kesh lh,We have an annual holiday. So how many days off do you have?
Yea btl barang basah Lulus kan lah terima kaseh.,"Yes, no wet items. Passed, thank you."
PMX yang tabah jalankan tugas walaupun dicaci dihina..semuga Allah permudahkan segala urusan tuan,PMX who perseveres in carrying out his duties despite being scolded and insulted..may God make all your affairs easy
"😂😂..aku kalau dia ni,ckp la apa pon aku tak caya..","😂😂..I think it's him, what's wrong with him, I don't believe it.."
sup perut tayar basikal..?,bicycle tire belly soup..?
"Bangun kan projek..di kiri kanan pan borneo..ecrl..ladang..padi,😊 buahan, sayuran..sawit..juga ternakan..kilang..bandar baru..pekerja nya tediri dari belia yang terlatih..dgn di bekal dlm segala kemudahan.","Build a project..on the left and right of pan borneo..ecrl..farms..rice, fruit, vegetables..oil palm..also livestock..factory..new town..the workers are made up of trained youth..with all facilities provided."
Siapa penyumbang banyak bagi lah balik,Those who contribute a lot give it back
Yay tekaan warna baju betul,Yay guess the color of the shirt right
Sudah terang lagi bersuluh! Yang Maha Kuasa cuma tunjuk sedikit sahaja. ✌️,It's bright again! The Almighty only shows a little. ✌️
"Nk pru blh la sembang . Tau"" nnti naik harga brg lgi 🤭 semua naik nnti . Kaki kencing kuat , tk rasuah cuma dpt hadiah (rasuah)😂","Nk pru can chat. Do you know"" the price will go up again 🤭 everything will go up soon. The feet are peeing hard, there is no bribery, only gifts (bribery)😂"
"Guna modal MY KASIH & STR buat kueh ,, jual lah murah sikit wahai perniaga 2 bazar","Use the MY KASIH & STR capital to make cakes,, sell it a little cheaper, O business of 2 bazaars"
"Saje kabo, kampung aku sebelah rumah je😂❤","Saje kabo, my village next door je😂❤"
Menjawab lah peniaga2 yg bermasalah ni di dpn Allah Swt nanti,Answer the traders who have problems in front of Allah swt later
Mesti rajin pergi sekolah lepas ni. Rajin pergi ngan balik sekolah je la,Must be diligent to go to school after this. Go hard and go back to school
"Boss..Kasi teh tarik ikat tepi yer,hujung bulan bayar..😅","Boss..Kasi teh pull tie on the side, pay at the end of the month..😅"
Kerajaan nakkan kandang 8481 dibuat besar besaran dekat Selangor boleh eksport luar negara tampung subsidi..😂,The government wants the 8481 cage to be made on a large scale near Selangor so that it can be exported abroad and receive subsidies..😂
Faktaw cirita 10 coklat scam dekat Kedai,Facts about 10 chocolate scams near Kedai
Anthony Loke menteri paling gagal..xde 5% pun dari pencapaian Dato Seri Ling Liong Sik,Anthony Loke is the most failed minister... even 5% of Dato Seri Ling Liong Sik's achievements
Teliur pulak tengok vide ni pada bulan puasa 2026 Faktawchannel,I got excited watching this video in the fasting month of 2026 Faktawchannel
Apa binatang mydigtal id..rasuah berleluasa hihihi saya baru aktif kan x pun boleh log in..kikiki,What a beast mydigtal id..corruption is rampant lol I'm just active right now I can't even log in..kikiki
Tarik T20 punya subsidi.,T20 pull has subsidies.
Agar sara digunakan juga untuk barangan basah seperti ikan dan sayur.. selain itu bayar bil api dan air,Agar sara is also used for wet items such as fish and vegetables.. in addition to paying electricity and water bills
cuba buat video medy renaldy,try making a medy renaldy video
"BERGGANTI PERDANA MENTERI, MELAYU TETAP MISKIN DI BUMI SENDIRI.. GULA-GULANYA BAGAI SEMUA RAKYAT RASA MANIS.. TAPI YANG BERTIMBUN DUIT DALAM RUMAH MUKA-MUKA MACAM KAMU SEMUA NILAH.. MULUT TU JANGAN SEPERTI BOSSKU..KERANA PERDANA MENTERI YANG MESKIN BOLEH DAPAT DERMA BILION JUTA.. RAKYAT MISKIN DAPAT APA ?..Berita benar.","REPLACING THE PRIME MINISTER, THE MALAYS ARE STILL POOR ON THEIR OWN EARTH.. THE CANDY LIKE ALL THE PEOPLE TASTES SWEET.. BUT THE PEOPLE HAVING MONEY IN THE HOUSE WITH FACES LIKE YOU ARE ALL NIL.. DON'T MOUTH LIKE MY BOSS.. BECAUSE A POOR PRIME MINISTER CAN GET BILLION MILLION DONATIONS.. WHAT DO THE POOR PEOPLE GET ?..True news."
Aiii masa beli ayam panggang tu tak kan tak tengok ayam tu rentung'Lg stu ayam rentung tu satu badan gelap serius la.😊,"When I bought the grilled chicken, I didn't see the rotund chicken. That rotund chicken was a seriously dark body. 😊"
Kenapa campurkan sekali dgn video yg lama😒,Why mix it up with an old video😒
"Bengong la kerajaan skrg ni, byr gaji mahal2 pun tak tahu nak urus negara..Berapa byk sgtlah org ramai boleh jual minyak petrol tu.. klu org nak beli utk mesin rumput atau minyak motor abis ke mcmana?","The government is crazy right now, they don't even know how to manage the country.. How much can people sell gasoline.. If people want to buy it for lawn mowers or motor oil, where do they go?"
"Alhamdulillah semuge tak pilih"" org,kena bagi yg rate","Thank God Semuge doesn't choose people, it's up to those who rate"
"Korupsi adalah tradisi warisan UNESCO turun temurun tengkolok gayong yg ditakdir untuk selamatkan multiverse, alam bunian, middle earth dan ade yg juga kate alam isekai.","Corruption is a UNESCO heritage tradition passed down from generation to generation by the Tengkolok Gayong who are destined to save the multiverse, elven realm, middle earth and ade which is also known as the isekai realm."
Nama abang pek dolah,What's your brother's name?
PMX paling hebat..perihatin kepada rakyat,PMX is the best..care for the people
"Salam, Syukur Alhamdulilah dan Terima Kasih PMX.","Greetings, Thank God and Thank You PMX."
"Sebagai kejaya seorang chef,saya setuju..tolong lah jaga quality makanan!","As a successful chef, I agree.. please take care of the quality of the food!"
"Alhamdulillah🤲 Lepaslah Sikit Sosak..TK ""KP""🙏🤲🤝","Alhamdulillah🤲 Let go of a little bit of Sosak.. TK ""KP"" 🙏🤲🤝"
Semoga Pmx perihatin membantu kehidupan kos saraan hidup raayat yg meningkat❤ Amin,May PMx take care to help the lives of the raayat's increased cost of living❤ Amen
keren malaysia dari.yg tua.sampai yang muda berbahasa inggris..,Cool Malaysians from the old to the young speak English..
Sukur alhamdulillah dapat lagi belanja dapur setiap bulan terima Kasih.perdana menteri negara ku Malaysia,Grateful to God to be able to shop for the kitchen every month again. Thank you. Prime Minister of my country Malaysia
toll free tak ada ke? tanya aje..contohhh.. 😁🤪😜😝,Is there no toll free? just ask... for example... 😁🤪😜😝
"Saya nak tanya mof, apakah sekadar tong 4 liter atau 18 liter dah menjadi satu kesalahan?. Di kampung saya mereka perlukan petrol untuk motorsikal, pam air, mesin rumput ataupun pam racun. Mereka beli dari petrol pump hanya menggunakan motorsikal, mereka tidak menggunakan pickup atau lori.Perkara ini tidak begitu kerap hanya sekali sekala. Janganlah kerana nila setitik nak rosakkan susu sekawah. Apa yg anda nampak mereka lakukan adalah sebahagian dari penjenayah subsidi. Janganlah mempersendakan orang-orang kampung. Warga asing rompak minyak masak bersubsidi kamu diam. Fikir-fikirkan lah.","I want to ask mof, is just a 4-liter or 18-liter barrel a mistake? In my village they need petrol for motorcycles, water pumps, lawn machines or poison pumps. They buy from the petrol pump only using motorcycles, they don't use pickups or trucks. This is not very frequent, only once in a while. Don't let a drop of indigo spoil the whole milk. What you see them doing is part of the criminal subsidy. Don't make fun of the villagers. Foreigners rob subsidized cooking oil, you shut up. Think about it."
Buat lempeng lg sedap😂,Make delicious pancakes😂
Imbas qr tu apa nk discan tu,"Scan the qr, what do you want to scan?"
"Yg ambil video juga kena siasat,pegang telpon kawasan petrol pum satu kesalahan besar silap haribulan boleh membawa kebakaran","Those who took the video should also be investigated, holding the phone in the petrol pump area is a big mistake, wrong day of the month can lead to fire"
Klau berl 300 cukup sebulan😮😮😮,If it costs 300 it's enough a month😮😮😮
"Mana ada Rm200, STR pun mana ada Rm500 masuk 😂","Where there is Rm200, even STR where there is Rm500 in 😂"
Nak meniaga menyanyilah betul-betul orang beli 🙏🙏🙏🙏🙏🙏,"If you want to trade, sing, people will buy it 🙏🙏🙏🙏🙏🙏"
Tahun depan kite jumpa lagi ye 🤣🤣🤣🤣🤣,Next year we'll see you again 🤣🤣🤣🤣🤣
"Hahaha..sebab tu malas dah beli kat bazar..ramainye yg niaga palatao je.. tiap2 tahun kalau pergi bazar..beli dekat peniaga yg sama je..baik dari murtabak,kuih,air tembikai..kalau peniaga ni dah tak meniaga lagi .memang pusing balik..sampai rumah masak je sendiri benda simple 😅😂😂","Hahaha.. that's why I'm too lazy to buy at the bazaar.. there are many people who only sell palatao.. every 2 years if I go to the bazaar.. I buy from the same dealer.. good from murtabak, kuih, watermelon water.. if this dealer doesn't sell anymore.. I'll turn around.. when I get home, just cook simple things by myself 😅😂😂"
Alasan utk tamatkan budi ..habis Kalau Kami nk isi myak mesin rumput.chainsaw.dn mesin2 lain yg menggunakan petrol gasoline..Kami kena angkat mesin bwak ke petrol pump Ker..myb mereka isi..utk mesin.depa tapau dlu SBB takut minyak akn Naik..viral pekara yg xcukup RASIONAL,"The reason to end the habit..run out. If we want to fill up the lawnmower, chainsaw, and other machines that use gasoline..We have to take the machine to the gasoline pump Ker..maybe they fill it up..for the machine."
Saya sedia menunggu untuk dibasahkan kepala. 🔥🔥🔥,I'm ready to wait to get my head wet. 🔥🔥🔥
Akan datang..akhir Disember ini..,Coming..end of December..
Urusan bank boleh ke,Bank affairs can be done
Alhamdulillah kalau saya dapat. Tapi itupun duit rakyat jugak,Alhamdulillah if I can. But that is also the people's money
Saya minta kebebasan utk beli apa yg perlu sehingga sayur-ikan..had2 hanya seperti maggi-beras dan tertentu sila loloskan ..Terima Kasih,I ask for the freedom to buy what I need until vegetables-fish..limits are only like maggi-rice and certain things please pass..Thank you
Hahahahaha.. pantang dapat micropon kelentong terus..rm100 ko ingat cukup ke..aku doakan pmx akan rasa seperti mana kami rakyat2 miskin,"Hahahahaha.. I can't get a microphone straight away.. RM100 is enough, I pray."
sakame pejuwa semaka sesa,the rest of the staff
Ada kabar angin rakyat diberi emas satu karung setiap bulan purnama,There are rumors that people are given a sack of gold every full moon
Perdana menteri kata nnti aku bincang dgn menteri kewangan..anuar jgk..lulus lah duit rakyat untuk melancong mkn angin luar negara,The prime minister said later I will discuss with the finance minister.
"ALHAMDULILLAH ANUGERAH ALLAH.. APA XNYA KUN MAKA JADILAH DSAI PM 10 DAN KERAJAAN PERPADUAN DEMI UTK SEJAHTERAKAN RAKYAT MARHAEN MENGHAPUSKAN PERASUAH PENYAKAU N PENGKIANAT MUSOH2 MANUSIA SAKIT JIWA, MELUAP2 RASA BENCI N MARAH LANGASAI KAN HUTANG YG MENGGUNONG RM 1.5 TRILION","ALHAMDULILLAH ALLAH'S GRACE.. WHAT THE HELL IS IT, THEN BE THE PM 10 AND THE UNITY GOVERNMENT FOR THE WELL-BEING OF THE PEOPLE OF MARHAEN TO ELIMINATE THE TRAITOR CORPORATIONS AND BETRAYERS OF THE ENEMIES OF HUMAN SICKNESS, OVERWHELMING HATE AND ANGER AND OVERWHELMING THE DEBT OF RM 1.5 TRILLION"
Oklah itu tahan lebih baik daripada bahayakan nyawa orang lain..,"Ok, it's better to hold on than endangering other people's lives.."
"Kalau Boleh Tahu PETROL Di Malaysia Ada Berapa Macam Dan Jenis Pakcik 🤔🤔🤔 DI INDONESIA Ada 4 Macam: 1. RON 90 ( PERTALITE ) = PETROL SUBSIDI Rp 10.000/Liter ( RM 2,22 ) 2. RON 92 ( PERTAMAX ) = NON SUBSIDI Rp 12.300/Liter ( RM 2,73 ) 3. RON 95 ( PERTAMAX GREEN ) = NON SUBSIDI Rp 12.900/Liter ( RM 2,87 ) 4. RON 98 ( PERTAMAX TURBO ) = NON SUBSIDI Rp 20.000/Liter ( RM 4,44 )","If you may know how many types and types of PETROL in Malaysia there are Pakcik 🤔🤔🤔 IN INDONESIA there are 4 types: 1. RON 90 (PERTALITE) = SUBSIDIZED PETROL IDR 10,000/Liter (RM 2.22) 2. RON 92 (PERTAMAX) = NON SUBSIDY IDR 12,300/Liter (RM 2.73 ) 3. RON 95 ( PERTAMAX GREEN ) = NON SUBSIDY IDR 12,900/Liter ( RM 2.87 ) 4. RON 98 ( PERTAMAX TURBO ) = NON SUBSIDY IDR 20,000/Liter ( RM 4.44 )"
faktaw buat sepuluh pemain bola yang memalukan di depan pengunjung,Factw for ten embarrassing football players in front of the visitors
Pegi bazaar kat peniaga yang korang percaya je. Maybe boleh try 1- 2 kedai baru tiap tahun.,Go to the bazaar at a dealer you trust. Maybe you can try 1-2 new stores every year.
BERDEBAR2 JATUNG NAK RAYA.,HEART THREADS FOR RAYA.
Ok Alhamdulillah lah aturan Allah SWT maha mengetahui terbaik untuk kita Wallahualam semoga Malaysia aman dan sejahtera aamiin,Ok Alhamdulillah it is Allah SWT who knows best for us Wallallahualaam may Malaysia be safe and prosperous amen
jumaat insallah.. kemenangan islam penghulu segala hari..iran pn hampir menang,Friday God willing.. the victory of Islam is the leader of all days.. Iran almost won
Warga Sabah Malaysia🇲🇾 hadir TQ DSAI.hebat 🇲🇾👍👍👍,Citizens of Sabah Malaysia 🇲🇾 present TQ DSAI. great 🇲🇾👍👍👍
ALHAMDULILLAH ANUGERAH ALLAH.. APA XNYA KUN MAKA JADILAH DSAI PM 10 DAN KERAJAAN PERPADUAN DEMI UTK MENGHAPUSKAN PERASUAH PENYAKAU N PENGKIANAT DEMI KESEJAHTERAAN RAKYAT MALAYSIA,"ALHAMDULILLAH ALLAH'S GRACE.. WHAT THE HELL IS IT, THEN BE THE PM 10 AND THE UNITY GOVERNMENT FOR THE SAKE OF ELIMINATING CORPORATIONS OF TREACHERS AND TRAITORS FOR THE WELL-BEING OF THE MALAYSIAN PEOPLE"
Haha kan betul color hijau. Yahooo,"Haha, it's really green. Yahoo!"
"Mas@k lebih kvrang, berbunyi. Mas@k terlebih masak pun, b3rbunyi.. Barang mahal, kena catu. Nak mkn s8kit, x kenyang. Zaman sekar@ng, mana ada org makan, ' cukup sekadar, menegakkan tulang belakang ' ( ini Nabi yg bersabda taw ). Ini cakap saya pulak, ' m@kanlah kenyang2 sampai x boleh b@ngvn. Bangvn x bang7n b8la n@k ke pos opis, bilik termenung daaa.. 😂😂😂. Next year NO MORE BAZAR RAMADAN. PENIAGA KECIL OR WARGA ASING / PENIAGA DAH ADA JENAMA BESAR2. NO MORE.. 😡😡😡🤬🤬🤬","Mas@k more kvrang, sounds. Mas@k even overcooks, b3rbunyi.. Expensive goods, have to be rationed. If you want to eat 8 bits, you won't be full. Zaman sekar@ng, where there are people eating, 'just enough, straighten the spine' (this is the Prophet who said taw). This is what I'm saying, 'm@kanlah kenyang2 until you can b@ngvn. Bangvn x bang7n b8la n@k to the post office, dreamy room daaa.. 😂😂😂. Next year NO MORE RAMADAN BAZAAR. SMALL DEALER OR FOREIGN CITIZEN / DEALER ALREADY HAS BIG BRANDS. NO MORE.. 😡😡😡🤬🤬🤬"
